Official Name,Vote Outcome,File Number,Agenda Item Subject,Vote Date,Meeting Type,Overall Result,Link
Lynda Hopkins,Aye,2019-1016,Adopt a Gold Resolution Honoring Zackery Parks for Achieving the Rank of Eagle Scout (Second District).,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4644
Susan Gorin,Aye,2019-1017,Adopt a Gold Resolution recognizing and honoring Russ Burns on the occasion of his retirement from the Operating Engineers Local 3 after 40 years of dedicated service. (Countywide),2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4645
David Rabbitt,Aye,2019-1017,Adopt a Gold Resolution recognizing and honoring Russ Burns on the occasion of his retirement from the Operating Engineers Local 3 after 40 years of dedicated service. (Countywide),2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4645
Shirlee Zane,Aye,2019-1017,Adopt a Gold Resolution recognizing and honoring Russ Burns on the occasion of his retirement from the Operating Engineers Local 3 after 40 years of dedicated service. (Countywide),2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4645
James Gore,Aye,2019-1017,Adopt a Gold Resolution recognizing and honoring Russ Burns on the occasion of his retirement from the Operating Engineers Local 3 after 40 years of dedicated service. (Countywide),2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4645
Lynda Hopkins,Aye,2019-1017,Adopt a Gold Resolution recognizing and honoring Russ Burns on the occasion of his retirement from the Operating Engineers Local 3 after 40 years of dedicated service. (Countywide),2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4645
Susan Gorin,Aye,2019-1019,"Approve the Reappointment of Joanne Brown to the County of Sonoma Commission on the Status of Women, Expiring on August 26, 2021. (First District)",2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4647
David Rabbitt,Aye,2019-1019,"Approve the Reappointment of Joanne Brown to the County of Sonoma Commission on the Status of Women, Expiring on August 26, 2021. (First District)",2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4647
Shirlee Zane,Aye,2019-1019,"Approve the Reappointment of Joanne Brown to the County of Sonoma Commission on the Status of Women, Expiring on August 26, 2021. (First District)",2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4647
James Gore,Aye,2019-1019,"Approve the Reappointment of Joanne Brown to the County of Sonoma Commission on the Status of Women, Expiring on August 26, 2021. (First District)",2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4647
Lynda Hopkins,Aye,2019-1019,"Approve the Reappointment of Joanne Brown to the County of Sonoma Commission on the Status of Women, Expiring on August 26, 2021. (First District)",2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4647
Susan Gorin,Aye,2019-1021,Approve by Resolution the appointment of Paul Schmidt to the Board of Building Appeals,2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4649
David Rabbitt,Aye,2019-1021,Approve by Resolution the appointment of Paul Schmidt to the Board of Building Appeals,2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4649
Shirlee Zane,Aye,2019-1021,Approve by Resolution the appointment of Paul Schmidt to the Board of Building Appeals,2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4649
James Gore,Aye,2019-1021,Approve by Resolution the appointment of Paul Schmidt to the Board of Building Appeals,2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4649
Lynda Hopkins,Aye,2019-1021,Approve by Resolution the appointment of Paul Schmidt to the Board of Building Appeals,2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4649
Susan Gorin,Aye,2019-1022,Amendment to County Property Parking Ordinance (Adoption),2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4650
David Rabbitt,Aye,2019-1022,Amendment to County Property Parking Ordinance (Adoption),2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4650
Shirlee Zane,Aye,2019-1022,Amendment to County Property Parking Ordinance (Adoption),2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4650
James Gore,Aye,2019-1022,Amendment to County Property Parking Ordinance (Adoption),2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4650
Lynda Hopkins,Aye,2019-1022,Amendment to County Property Parking Ordinance (Adoption),2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4650
Susan Gorin,Aye,2019-1023,New Ground Lease with California State Department of General Services at Oakridge for Telecommunications Purposes,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4651
David Rabbitt,Aye,2019-1023,New Ground Lease with California State Department of General Services at Oakridge for Telecommunications Purposes,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4651
Shirlee Zane,Aye,2019-1023,New Ground Lease with California State Department of General Services at Oakridge for Telecommunications Purposes,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4651
James Gore,Aye,2019-1023,New Ground Lease with California State Department of General Services at Oakridge for Telecommunications Purposes,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4651
Lynda Hopkins,Aye,2019-1023,New Ground Lease with California State Department of General Services at Oakridge for Telecommunications Purposes,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4651
Susan Gorin,Aye,2019-1024,"Adopt a Gold Resolution recognizing and celebrating June 17th - 23rd, 2019 as Amateur Radio Week (Countywide).",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4652
David Rabbitt,Aye,2019-1024,"Adopt a Gold Resolution recognizing and celebrating June 17th - 23rd, 2019 as Amateur Radio Week (Countywide).",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4652
Shirlee Zane,Aye,2019-1024,"Adopt a Gold Resolution recognizing and celebrating June 17th - 23rd, 2019 as Amateur Radio Week (Countywide).",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4652
James Gore,Aye,2019-1024,"Adopt a Gold Resolution recognizing and celebrating June 17th - 23rd, 2019 as Amateur Radio Week (Countywide).",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4652
Lynda Hopkins,Aye,2019-1024,"Adopt a Gold Resolution recognizing and celebrating June 17th - 23rd, 2019 as Amateur Radio Week (Countywide).",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4652
Susan Gorin,Aye,2019-1025,Medi-Cal Managed Care Capitation Rate Increase Intergovernmental Transfer,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4653
David Rabbitt,Aye,2019-1025,Medi-Cal Managed Care Capitation Rate Increase Intergovernmental Transfer,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4653
Shirlee Zane,Aye,2019-1025,Medi-Cal Managed Care Capitation Rate Increase Intergovernmental Transfer,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4653
James Gore,Aye,2019-1025,Medi-Cal Managed Care Capitation Rate Increase Intergovernmental Transfer,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4653
Lynda Hopkins,Aye,2019-1025,Medi-Cal Managed Care Capitation Rate Increase Intergovernmental Transfer,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4653
Susan Gorin,Aye,2019-1027,"Engineering, Design, and Environmental Services for the Laguna-Mark West Watershed Master Restoration Planning Project",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4655
David Rabbitt,Aye,2019-1027,"Engineering, Design, and Environmental Services for the Laguna-Mark West Watershed Master Restoration Planning Project",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4655
Shirlee Zane,Aye,2019-1027,"Engineering, Design, and Environmental Services for the Laguna-Mark West Watershed Master Restoration Planning Project",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4655
James Gore,Aye,2019-1027,"Engineering, Design, and Environmental Services for the Laguna-Mark West Watershed Master Restoration Planning Project",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4655
Lynda Hopkins,Aye,2019-1027,"Engineering, Design, and Environmental Services for the Laguna-Mark West Watershed Master Restoration Planning Project",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4655
Susan Gorin,Aye,2019-1029,Keeping Kids in School Contract Amendments,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4657
David Rabbitt,Aye,2019-1029,Keeping Kids in School Contract Amendments,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4657
Shirlee Zane,Aye,2019-1029,Keeping Kids in School Contract Amendments,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4657
James Gore,Aye,2019-1029,Keeping Kids in School Contract Amendments,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4657
Lynda Hopkins,Aye,2019-1029,Keeping Kids in School Contract Amendments,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4657
Susan Gorin,Aye,2019-1030,Wohler Bridge at the Russian River Project,2019-08-06,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4658
David Rabbitt,Aye,2019-1030,Wohler Bridge at the Russian River Project,2019-08-06,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4658
Shirlee Zane,Aye,2019-1030,Wohler Bridge at the Russian River Project,2019-08-06,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4658
James Gore,Aye,2019-1030,Wohler Bridge at the Russian River Project,2019-08-06,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4658
Lynda Hopkins,Aye,2019-1030,Wohler Bridge at the Russian River Project,2019-08-06,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4658
Susan Gorin,Aye,2019-1031,Award of Multiple Professional Service Agreements for As-Needed Security Guard Services,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4659
David Rabbitt,Aye,2019-1031,Award of Multiple Professional Service Agreements for As-Needed Security Guard Services,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4659
Shirlee Zane,Aye,2019-1031,Award of Multiple Professional Service Agreements for As-Needed Security Guard Services,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4659
James Gore,Aye,2019-1031,Award of Multiple Professional Service Agreements for As-Needed Security Guard Services,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4659
Lynda Hopkins,Aye,2019-1031,Award of Multiple Professional Service Agreements for As-Needed Security Guard Services,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4659
Susan Gorin,Aye,2019-1032,Sonoma Raceway Communication Tower & Vault Project Change Order and Budgetary Transfer,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4660
David Rabbitt,Aye,2019-1032,Sonoma Raceway Communication Tower & Vault Project Change Order and Budgetary Transfer,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4660
Shirlee Zane,Aye,2019-1032,Sonoma Raceway Communication Tower & Vault Project Change Order and Budgetary Transfer,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4660
James Gore,Aye,2019-1032,Sonoma Raceway Communication Tower & Vault Project Change Order and Budgetary Transfer,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4660
Lynda Hopkins,Aye,2019-1032,Sonoma Raceway Communication Tower & Vault Project Change Order and Budgetary Transfer,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4660
Susan Gorin,Aye,2019-1034,Release of Vegetation Specialist Position from Hiring Freeze,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4662
David Rabbitt,Aye,2019-1034,Release of Vegetation Specialist Position from Hiring Freeze,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4662
Shirlee Zane,Aye,2019-1034,Release of Vegetation Specialist Position from Hiring Freeze,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4662
James Gore,Aye,2019-1034,Release of Vegetation Specialist Position from Hiring Freeze,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4662
Lynda Hopkins,Aye,2019-1034,Release of Vegetation Specialist Position from Hiring Freeze,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4662
Susan Gorin,Aye,2019-1035,"Lease Amendment for Department of Health Services at 490 Mendocino Avenue, Santa Rosa",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4663
David Rabbitt,Aye,2019-1035,"Lease Amendment for Department of Health Services at 490 Mendocino Avenue, Santa Rosa",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4663
Shirlee Zane,Aye,2019-1035,"Lease Amendment for Department of Health Services at 490 Mendocino Avenue, Santa Rosa",2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4663
